s0,s1,s2,s3,s4,s5,s6,s7,s8,action,reward,ns0,ns1,ns2,ns3,ns4,ns5,ns6,ns7,ns8,done,ret
0.6047,0.2414,0.65,0.55,1.0,0.6,0.4423,0.2115,-0.039,0,-0.0349,0.2791,0.2414,0.65,0.55,1.4167,0.6,0.6765,0.4583,0.2433,False,-0.0611
0.1961,0.48,0.35,0.9,2.6,1.0,0.2692,0.55,-0.0199,2,0.2,0.1961,0.48,0.35,0.9,2.6,1.0,0.2692,0.55,0.0338,True,0.2
0.8056,0.6122,0.65,0.6,0.0345,0.7778,5.25,0.1121,0.657,0,0.5583,0.7639,0.6122,0.65,0.6,0.0,0.7778,1.0,0.1182,1.0,True,0.5583
0.2264,0.3125,0.45,0.85,5.4167,1.1,0.1077,0.7083,-0.0197,1,0.0113,0.1887,0.3125,0.45,0.85,6.5,1.1,0.1077,0.85,-0.0366,False,0.2013
0.0811,0.2857,0.4,0.95,18.0,1.5,0.1111,3.5,0.0,2,0.2,0.0811,0.2857,0.4,0.95,18.0,1.5,0.1111,3.5,0.0602,True,0.2
0.7843,0.7586,0.75,0.7,0.725,0.6667,0.3966,0.1625,0.0,0,0.0,0.6078,0.7586,0.75,0.7,0.6452,0.6667,0.575,0.2097,0.3405,False,0.0056
0.5556,0.9,0.25,0.95,1.1,1.0,0.1818,0.3167,0.0,1,-0.0167,0.3148,0.9,0.25,0.95,1.9412,1.0,0.1818,0.5588,0.1278,False,-0.0255
0.4,0.8667,0.8,0.65,0.3,1.6667,2.4167,0.325,0.1716,0,-0.036,0.28,0.8667,0.8,0.65,0.4286,1.6667,2.4167,0.4643,0.2819,False,0.5359
0.3864,0.8571,0.55,0.85,3.1176,1.3,0.1321,0.3235,0.0,1,-0.0432,0.1136,0.8571,0.55,0.85,10.6,1.3,0.1321,1.1,-0.0551,False,-1.0709
0.7692,0.7179,0.6,0.55,0.15,0.75,1.1667,0.0583,0.0,0,0.0154,0.7692,0.7179,0.6,0.55,0.0833,0.75,2.1,0.0583,0.4046,False,0.0154
0.3913,0.6136,0.55,0.55,0.5556,0.9,1.35,0.3056,1.0,0,-0.0457,0.2174,0.6136,0.55,0.55,0.9,0.9,1.5,0.55,1.0,False,0.5037
0.7937,0.8148,0.65,0.45,0.32,3.0,0.7188,0.07,0.0,0,0.0048,0.6508,0.8148,0.65,0.45,0.1463,3.0,1.9167,0.0854,0.4284,False,0.6258
0.3538,0.7273,0.45,0.95,1.7826,1.25,0.1707,0.3261,0.0,1,-0.0108,0.2,0.7273,0.45,0.95,3.1538,1.25,0.1707,0.5769,0.0199,False,0.1792
0.1951,0.0,0.35,0.8,7.0,1.0,0.125,0.8125,-0.2044,2,0.0,0.1951,0.0,0.35,0.8,7.0,1.0,0.125,0.8125,-0.2018,False,0.0
0.0196,0.5676,0.55,0.85,29.0,1.3333,0.1724,6.5,-0.0231,2,0.2,0.0196,0.5676,0.55,0.85,29.0,1.3333,0.1724,6.5,-0.0373,True,0.2
0.1212,0.2051,0.35,0.95,2.375,1.0,0.3684,1.1875,0.1446,2,-1.0409,0.0,0.2051,0.35,0.95,1.0,1.0,0.3684,1.0,0.2096,True,-1.0409
0.9796,0.963,0.5,0.6,0.25,0.8333,0.875,0.0729,0.0,0,-0.049,0.8163,0.963,0.5,0.6,0.3,0.8333,0.875,0.0875,0.2105,False,-0.0173
0.3433,0.5294,0.35,0.95,1.6957,1.0,0.1538,0.3261,0.0686,1,0.003,0.2388,0.5294,0.35,0.95,2.4375,1.0,0.1538,0.4688,0.1574,False,0.003
0.2931,0.5789,0.4,0.95,1.9412,4.0,0.1515,0.5,-0.0242,1,-0.0224,0.1207,0.5789,0.4,0.95,4.7143,4.0,0.1515,1.2143,-0.0717,False,0.1676
0.25,0.0741,0.35,0.9,4.6,1.625,0.1304,0.95,0.0,2,0.2,0.25,0.0741,0.35,0.9,4.6,1.625,0.1304,0.95,0.1007,True,0.2
0.0847,0.037,0.45,0.95,4.2,1.2,0.3333,1.9,0.2561,2,-1.0254,0.0,0.037,0.45,0.95,1.0,1.2,0.3333,1.0,0.3447,True,-1.0254
0.1724,0.2727,0.3,0.95,11.6,1.625,0.0862,1.9,0.0,2,0.2,0.1724,0.2727,0.3,0.95,11.6,1.625,0.0862,1.9,0.0721,True,0.2
0.1389,0.1111,0.35,0.95,12.4,1.625,0.0968,1.7,0.0,2,0.2,0.1389,0.1111,0.35,0.95,12.4,1.625,0.0968,1.7,-0.0182,True,0.2
0.95,0.6129,0.75,0.5,0.2456,0.5,1.0357,0.0789,0.0,0,0.0,0.95,0.6129,0.75,0.5,0.2456,0.5,1.0357,0.0789,0.0878,False,0.0556
0.6182,0.1923,0.75,0.55,0.1471,1.1,2.1,0.1618,0.9394,0,0.4782,0.4545,0.1923,0.75,0.55,0.0,1.1,1.0,0.22,1.0,True,0.4782
0.8615,0.9474,0.8,0.45,0.2321,1.0,0.8846,0.1161,0.0,0,0.6823,0.7231,0.9474,0.8,0.45,0.0,1.0,1.0,0.1383,0.679,True,0.6823
0.6667,0.7742,0.75,0.7,0.16,0.9,1.4375,0.09,0.0,0,-0.008,0.64,0.7742,0.75,0.7,0.1667,0.9,1.4375,0.0938,0.1822,False,-0.0308
0.9216,0.4483,0.65,0.75,0.2979,0.3333,0.8214,0.0957,0.1366,0,-0.0412,0.7843,0.4483,0.65,0.75,0.35,0.3333,0.8214,0.1125,0.307,False,0.4785
0.4769,0.9388,0.6,0.65,0.0968,1.25,2.8333,0.0806,0.0,0,-0.0231,0.3846,0.9388,0.6,0.65,0.08,1.25,4.25,0.1,0.3098,False,0.4563
0.4675,0.7105,0.6,0.55,0.1389,1.2,2.5,0.0972,0.0,0,0.0,0.4675,0.7105,0.6,0.55,0.1389,1.2,2.5,0.0972,0.1783,False,0.0
0.2581,0.1667,0.35,0.85,6.875,1.6667,0.0909,1.1875,-0.025,1,-0.0323,0.0645,0.1667,0.35,0.85,27.5,1.6667,0.0909,4.75,-0.0548,False,-1.0466
0.6133,0.5116,0.6,0.65,0.3261,1.1429,0.9,0.1413,0.876,0,0.004,0.6133,0.5116,0.6,0.65,0.3043,1.1429,0.9643,0.1413,1.0,False,0.004
0.8961,0.75,0.6,0.6,0.2464,1.2,0.7353,0.0942,0.3871,0,0.0039,0.8831,0.75,0.6,0.6,0.2206,1.2,0.8333,0.0956,0.6265,False,-0.0451
0.7571,0.5814,0.7,0.75,0.566,1.4,0.3833,0.1038,0.0,0,0.0043,0.7571,0.5814,0.7,0.75,0.5472,1.4,0.3966,0.1038,0.116,False,0.0392
0.225,0.0,0.35,0.8,3.0,1.375,0.2222,0.9444,0.0053,1,-1.09,0.0,0.0,0.35,0.8,1.0,1.375,0.2222,1.0,-0.0445,True,-1.09
0.4688,0.5278,0.4,0.9,3.6,1.1,0.1111,0.6333,0.0,1,-0.0844,0.0312,0.5278,0.4,0.9,54.0,1.1,0.1111,9.5,-0.0517,False,-1.1591
0.3333,0.3158,0.4,0.95,4.0833,1.5,0.1224,0.4583,0.0,1,-1.125,0.0,0.3158,0.4,0.95,1.0,1.5,0.1224,1.0,-0.0532,True,-1.125
0.6129,0.7586,0.7,0.65,0.3421,1.0,0.9615,0.1184,0.6024,0,-0.029,0.3871,0.7586,0.7,0.65,0.2083,1.0,2.5,0.1875,0.971,False,0.4552
0.0678,0.5556,0.5,0.85,6.25,1.375,0.24,1.875,0.024,2,0.2,0.0678,0.5556,0.5,0.85,6.25,1.375,0.24,1.875,0.0607,True,0.2
0.7059,0.6458,0.5,0.65,0.5278,2.0,0.5,0.125,0.0,0,0.0059,0.6078,0.6458,0.5,0.65,0.4194,2.0,0.7308,0.1452,0.3389,False,0.0157
0.1731,0.0714,0.4,0.95,4.7778,1.1111,0.1628,1.0556,0.0,2,-1.0692,0.0,0.0714,0.4,0.95,1.0,1.1111,0.1628,1.0,0.0187,True,-1.0692
0.3797,0.0,0.7,0.65,0.1667,1.1111,2.7,0.1833,0.6305,0,0.5304,0.3038,0.0,0.7,0.65,0.0,1.1111,1.0,0.2292,1.0,True,0.5304
0.75,0.62,0.65,0.65,0.3556,1.1429,0.6562,0.1444,0.2437,0,0.0,0.75,0.62,0.65,0.65,0.3556,1.1429,0.6562,0.1444,0.409,False,0.0292
0.2875,0.55,0.65,0.7,1.2174,3.0,0.3036,0.1087,0.0039,0,-0.0112,0.25,0.55,0.65,0.7,1.4,3.0,0.3036,0.125,0.0653,False,0.0826
0.4783,1.0,0.3,0.9,1.6364,1.3,0.1944,0.4318,0.0,1,-0.0043,0.3043,1.0,0.3,0.9,2.5714,1.3,0.1944,0.6786,0.0818,False,-1.0162
0.6087,0.4565,0.75,0.65,0.9643,1.5,0.463,0.1964,0.4869,0,-0.0587,0.3478,0.4565,0.75,0.65,1.5,1.5,0.5208,0.3438,0.5878,False,0.0234
0.4133,0.5484,0.85,0.55,0.1935,0.6,1.75,0.1129,0.0,0,0.524,0.4133,0.5484,0.85,0.55,0.0,0.6,1.0,0.1129,0.4704,True,0.524
0.4474,0.6667,0.5,0.75,2.8235,1.75,0.1042,0.3235,0.0,1,0.0447,0.4474,0.6667,0.5,0.75,2.8235,1.75,0.1042,0.3235,0.0724,False,0.2252
0.1364,0.2667,0.55,0.95,13.6667,1.5,0.1463,2.5,0.0,2,0.2,0.1364,0.2667,0.55,0.95,13.6667,1.5,0.1463,2.5,0.0813,True,0.2
0.9333,0.4222,0.65,0.7,0.0238,3.0,10.5,0.131,0.0775,0,0.5,0.8222,0.4222,0.65,0.7,0.0,3.0,1.0,0.1486,0.5815,True,0.5
0.2273,0.1905,0.4,0.95,5.6,1.125,0.2143,1.9,0.0,2,0.2,0.2273,0.1905,0.4,0.95,5.6,1.125,0.2143,1.9,0.1256,True,0.2
0.2051,0.4444,0.3,0.85,6.5,1.5,0.0962,1.3125,-0.0923,1,-1.0846,0.0,0.4444,0.3,0.85,1.0,1.5,0.0962,1.0,-0.1846,True,-1.0846
0.5286,0.0,0.7,0.65,0.4324,1.4,0.5312,0.1216,0.0928,0,0.0043,0.5286,0.0,0.7,0.65,0.4054,1.4,0.5667,0.1216,0.2531,False,0.0043
0.4211,0.1765,0.5,0.9,4.25,1.2857,0.0735,0.4688,-0.0124,1,-0.0763,0.0263,0.1765,0.5,0.9,68.0,1.2857,0.0735,7.5,-0.1077,False,-0.0763
0.3019,0.1892,0.45,0.8,1.75,1.0,0.1786,0.5312,0.1509,1,-0.0491,0.0377,0.1892,0.45,0.8,14.0,1.0,0.1786,4.25,0.2169,False,-1.1066
0.475,0.6129,0.55,0.65,0.8947,0.8,0.5,0.2368,0.0,0,-0.03,0.125,0.6129,0.55,0.65,1.4,0.8,1.2143,0.9,0.4005,False,-0.03
0.3846,0.675,0.4,0.8,2.3333,1.6,0.1714,0.5,0.049,1,0.0385,0.3846,0.675,0.4,0.8,2.3333,1.6,0.1714,0.5,0.1004,False,0.0092
0.2727,0.0,0.5,0.95,2.9167,1.1,0.2,0.7917,-0.0914,1,0.0068,0.2045,0.0,0.5,0.95,3.8889,1.1,0.2,1.0556,-0.1112,False,0.0068
0.3,0.5128,0.55,0.7,0.75,1.25,0.6389,0.2708,0.7831,0,-0.0112,0.2625,0.5128,0.55,0.7,0.8571,1.25,0.6389,0.3095,0.8594,False,-0.0112
0.8462,0.0455,0.55,0.6,0.2727,1.5,1.125,0.0795,0.7321,0,0.5692,0.8462,0.0455,0.55,0.6,0.0,1.5,1.0,0.0795,1.0,True,0.5692
0.6901,0.5778,0.6,0.75,0.2857,1.5,0.9643,0.0918,0.0,0,0.0042,0.6901,0.5778,0.6,0.75,0.2653,1.5,1.0385,0.0918,0.2163,False,0.4711
0.0357,0.5789,0.35,0.85,26.5,1.2222,0.0943,3.75,-0.0167,2,-1.0321,0.0,0.5789,0.35,0.85,1.0,1.2222,0.0943,1.0,-0.0763,True,-1.0321
0.3571,0.7576,0.45,0.85,1.6667,1.0,0.2,0.5,0.0679,1,0.0071,0.2619,0.7576,0.45,0.85,2.2727,1.0,0.2,0.6818,0.1894,False,0.0071
0.2642,0.1333,0.4,0.8,4.1429,1.2222,0.0862,0.4643,-0.0274,1,0.0264,0.2642,0.1333,0.4,0.8,4.1429,1.2222,0.0862,0.4643,-0.0378,False,-0.9332
0.2241,0.4324,0.25,0.95,2.7692,2.0,0.1667,0.6538,0.1088,1,-0.0034,0.1379,0.4324,0.25,0.95,4.5,2.0,0.1667,1.0625,0.1788,False,0.1866
0.098,0.0,0.4,0.95,10.2,1.3333,0.1373,1.9,0.0,2,0.2,0.098,0.0,0.4,0.95,10.2,1.3333,0.1373,1.9,-0.0353,True,0.2
0.1429,0.0,0.5,0.85,1.7778,1.0,0.375,0.7222,0.4624,2,-0.019,0.0794,0.0,0.5,0.85,3.2,1.0,0.375,1.3,0.5951,False,-0.019
0.6,0.913,0.6,0.6,0.5641,2.0,0.6591,0.1154,0.0,0,0.0185,0.5846,0.913,0.6,0.6,0.4474,2.0,0.8529,0.1184,0.3288,False,0.0017
0.2581,0.0,0.3,0.85,3.0,1.0,0.25,1.0625,-0.0557,1,0.0258,0.2581,0.0,0.3,0.85,3.0,1.0,0.25,1.0625,0.0205,False,0.2158
0.5,0.7778,0.45,0.9,1.2333,1.2857,0.1622,0.3167,0.0,1,0.045,0.4833,0.7778,0.45,0.9,1.2759,1.2857,0.1622,0.3276,0.1823,False,0.1891
0.1186,0.2,0.55,0.85,8.4286,1.5,0.1017,1.3571,0.0,2,0.2,0.1186,0.2,0.55,0.85,8.4286,1.5,0.1017,1.3571,-0.0207,True,0.2
0.1915,0.2812,0.45,0.95,3.6667,1.6667,0.2121,0.9444,0.0,1,-1.1149,0.0,0.2812,0.45,0.95,1.0,1.6667,0.2121,1.0,0.0326,True,-1.1149
0.7931,0.84,0.65,0.7,0.3261,0.875,0.8333,0.0978,0.286,0,0.0,0.7931,0.84,0.65,0.7,0.3261,0.875,0.8333,0.0978,0.4636,False,0.0491
0.8571,0.913,0.55,0.65,0.1212,1.25,1.3125,0.0682,0.0,0,0.0273,0.8571,0.913,0.55,0.65,0.0152,1.25,10.5,0.0682,0.535,False,0.0273
0.0833,0.2667,0.45,0.9,11.0,1.5714,0.2121,3.5,0.0,2,0.2,0.0833,0.2667,0.45,0.9,11.0,1.5714,0.2121,3.5,0.0375,True,0.2
0.0816,0.2667,0.35,0.95,12.25,1.8333,0.1429,2.875,0.0,2,-1.0857,0.0,0.2667,0.35,0.95,1.0,1.8333,0.1429,1.0,-0.0437,True,-1.0857
0.5246,0.675,0.6,0.8,0.3438,0.6667,1.3182,0.1719,0.0,0,0.1893,0.5082,0.675,0.6,0.8,0.0645,0.6667,7.25,0.1774,0.4859,False,0.7827
0.4118,0.8235,0.4,0.75,1.619,1.0,0.1471,0.4524,0.0,1,0.0412,0.4118,0.8235,0.4,0.75,1.619,1.0,0.1471,0.4524,0.1566,False,0.2422
0.15,0.0,0.3,0.95,16.6667,2.6667,0.12,2.8333,0.0,2,-1.225,0.0,0.0,0.3,0.95,1.0,2.6667,0.12,1.0,-0.149,True,-1.225
0.3636,0.8966,0.3,0.95,2.0833,1.6667,0.24,0.4583,0.0,1,-1.1273,0.0,0.8966,0.3,0.95,1.0,1.6667,0.24,1.0,-0.0553,True,-1.1273
0.8077,0.65,0.7,0.5,0.4048,3.0,0.5588,0.0833,0.2791,0,0.1904,0.7115,0.65,0.7,0.5,0.1351,3.0,1.9,0.0946,0.8425,False,0.2452
0.5,0.8684,0.75,0.55,0.0571,2.0,4.25,0.1286,0.6055,0,-0.0514,0.3143,0.8684,0.75,0.55,0.0455,2.0,8.5,0.2045,0.9175,False,-0.0514
0.122,0.2143,0.5,0.95,9.4,2.25,0.1064,1.7,0.0,2,0.2,0.122,0.2143,0.5,0.95,9.4,2.25,0.1064,1.7,0.1101,True,0.2
0.6835,0.0952,0.75,0.6,0.037,0.75,7.25,0.0648,1.0,0,0.5266,0.6835,0.0952,0.75,0.6,0.0,0.75,1.0,0.0648,1.0,True,0.5266
0.9149,0.2857,0.65,0.7,0.4651,1.0,0.575,0.0581,0.0118,0,0.2074,0.8298,0.2857,0.65,0.7,0.1795,1.0,1.6429,0.0641,0.602,False,0.7005
0.2708,0.3333,0.35,0.9,3.0,1.6,0.1282,0.5,0.0,1,-1.0813,0.0,0.3333,0.35,0.9,1.0,1.6,0.1282,1.0,0.0066,True,-1.0813
0.8333,0.52,0.7,0.6,0.25,1.0,1.45,0.1375,0.262,0,0.1875,0.8333,0.52,0.7,0.6,0.1,1.0,3.625,0.1375,0.7285,False,0.7337
0.8689,0.25,0.7,0.5,0.5283,0.5,0.3036,0.0849,0.4098,0,0.0197,0.6885,0.25,0.7,0.5,0.3095,0.5,0.6538,0.1071,0.9098,False,0.0197
0.7451,0.5106,0.7,0.6,0.3947,0.3333,0.5667,0.1184,0.0405,0,0.0,0.7451,0.5106,0.7,0.6,0.3947,0.3333,0.5667,0.1184,0.0781,False,-0.0193
0.8913,0.6333,0.5,0.7,0.3171,1.2222,1.0385,0.061,0.0,0,-0.0783,0.6304,0.6333,0.5,0.7,0.4483,1.2222,1.0385,0.0862,0.2334,False,0.4463
0.34,0.3265,0.5,0.75,0.4706,0.6667,1.4375,0.1471,0.5327,0,0.042,0.34,0.3265,0.5,0.75,0.0588,0.6667,11.5,0.1471,1.0,False,0.042
0.5,0.7333,0.75,0.6,0.3714,2.0,0.9615,0.0714,0.9896,0,-0.06,0.2857,0.7333,0.75,0.6,0.6,2.0,1.0417,0.125,1.0,False,0.4232
0.0385,0.0833,0.3,0.95,20.0,1.8,0.175,5.25,0.0,2,-1.1154,0.0,0.0833,0.3,0.95,1.0,1.8,0.175,1.0,0.0128,True,-1.1154
0.2308,0.5676,0.45,0.9,5.8889,1.1111,0.1132,0.6111,0.0,1,-1.0769,0.0,0.5676,0.45,0.9,1.0,1.1111,0.1132,1.0,-0.0639,True,-1.0769
0.5714,0.4737,0.45,0.75,0.8889,1.0,0.1875,0.2361,0.0,1,0.0333,0.4921,0.4737,0.45,0.75,1.0323,1.0,0.1875,0.2742,0.1184,False,0.0861
0.6962,0.3571,0.75,0.6,0.1636,0.75,1.6111,0.0636,0.1695,0,0.538,0.5949,0.3571,0.75,0.6,0.0,0.75,1.0,0.0745,0.8636,True,0.538
0.6102,0.76,0.7,0.7,0.4722,1.6667,0.6765,0.125,0.0,0,-0.0051,0.5932,0.76,0.7,0.7,0.4857,1.6667,0.6765,0.1286,0.0452,False,-0.1359
0.1143,0.0,0.5,0.95,8.25,2.3333,0.2121,2.375,0.0,2,0.2,0.1143,0.0,0.5,0.95,8.25,2.3333,0.2121,2.375,0.0992,True,0.2
0.4255,0.4688,0.65,0.7,0.15,1.0,3.5,0.325,0.3362,0,0.0,0.4255,0.4688,0.65,0.7,0.15,1.0,3.5,0.325,0.5755,False,0.0
0.3269,0.65,0.3,0.8,1.7059,1.75,0.2414,0.5,0.0,1,-0.0135,0.1731,0.65,0.3,0.8,3.2222,1.75,0.2414,0.9444,0.0773,False,0.1765
0.5455,0.5152,0.65,0.55,0.4667,0.8889,0.75,0.1167,0.3577,0,-0.0055,0.4545,0.5152,0.65,0.55,0.4,0.8889,1.05,0.14,0.6534,False,-0.0003
0.2,0.2273,0.35,0.95,9.8,3.5,0.1224,1.9,0.0,2,-0.048,0.04,0.2273,0.35,0.95,49.0,3.5,0.1224,9.5,-0.0137,False,0.142
0.0182,0.0,0.35,0.95,39.0,1.1,0.1795,7.5,0.1625,2,-1.1036,0.0,0.0,0.35,0.95,1.0,1.1,0.1795,1.0,0.1712,True,-1.1036
0.7907,0.2391,0.65,0.6,0.5294,3.0,0.5833,0.1324,0.9729,0,0.0698,0.7907,0.2391,0.65,0.6,0.2353,3.0,1.3125,0.1324,1.0,False,0.0035
0.2941,0.8235,0.35,0.95,3.7,1.3,0.1351,0.65,0.0238,1,-1.1412,0.0,0.8235,0.35,0.95,1.0,1.3,0.1351,1.0,0.0299,True,-1.1412
0.4038,0.875,0.55,0.75,0.7619,1.0,0.7188,0.2143,0.0,0,0.0,0.4038,0.875,0.55,0.75,0.7619,1.0,0.7188,0.2143,0.0781,False,0.0274
0.4706,0.7,0.6,0.7,0.3333,1.0,1.6875,0.1458,0.3912,0,-0.0765,0.2157,0.7,0.6,0.7,0.7273,1.0,1.6875,0.3182,0.518,False,-0.0765
0.5932,0.5102,0.6,0.6,0.4857,1.1111,0.5588,0.1,0.2815,0,-0.0814,0.322,0.5102,0.6,0.6,0.8947,1.1111,0.5588,0.1842,0.3263,False,-0.0814
0.8103,0.6667,0.7,0.65,0.2128,3.0,1.15,0.117,0.6544,0,-0.0517,0.5862,0.6667,0.7,0.65,0.2059,3.0,1.6429,0.1618,0.9865,False,-0.0517
0.2,0.4,0.3,0.85,5.6667,1.5,0.2059,1.25,0.0,1,0.02,0.2,0.4,0.3,0.85,5.6667,1.5,0.2059,1.25,-0.0006,False,-1.025
0.5854,0.9024,0.6,0.6,0.4167,0.8571,1.45,0.1458,0.0,0,-0.1171,0.1951,0.9024,0.6,0.6,1.25,0.8571,1.45,0.4375,0.1982,False,-0.1171
0.6,0.8421,0.55,0.75,1.9091,1.0,0.0952,0.2576,0.0,1,0.06,0.6,0.8421,0.55,0.75,1.9091,1.0,0.0952,0.2576,0.04,False,-0.7941
0.7547,1.0,0.5,0.7,0.4,1.0,0.9062,0.1625,0.0,0,0.15,0.4906,1.0,0.5,0.7,0.0769,1.0,7.25,0.25,0.573,False,0.1291
0.1636,0.0,0.35,0.85,2.4444,1.0,0.2273,1.1667,0.6527,2,0.2,0.1636,0.0,0.35,0.85,2.4444,1.0,0.2273,1.1667,0.7982,True,0.2
0.66,0.6296,0.75,0.5,0.6667,1.2857,0.6591,0.1667,0.2654,0,-0.036,0.54,0.6296,0.75,0.5,0.8148,1.2857,0.6591,0.2037,0.2892,False,0.0324
0.8444,0.4419,0.7,0.6,0.0526,1.2857,4.25,0.1184,0.2987,0,0.58,0.8444,0.4419,0.7,0.6,0.0,1.2857,1.0,0.1184,0.9566,True,0.58
0.1429,0.2727,0.5,0.9,17.6667,1.5,0.0943,2.8333,0.0,2,0.2,0.1429,0.2727,0.5,0.9,17.6667,1.5,0.0943,2.8333,0.0123,True,0.2
0.4727,0.7143,0.6,0.75,0.7308,1.0,0.6053,0.2115,0.4641,0,-0.0927,0.1636,0.7143,0.6,0.75,2.1111,1.0,0.6053,0.6111,0.4848,False,-1.0583
0.6,0.5278,0.35,0.95,1.6429,1.3333,0.087,0.25,0.0,1,0.0471,0.5571,0.5278,0.35,0.95,1.7692,1.3333,0.087,0.2692,0.0321,False,0.0689
0.1228,0.7097,0.45,0.95,5.0,1.0,0.2,1.2143,0.1118,2,0.2,0.1228,0.7097,0.45,0.95,5.0,1.0,0.2,1.2143,0.2552,True,0.2
0.087,0.1579,0.3,0.95,24.5,2.0,0.1224,5.25,0.0,2,-1.1957,0.0,0.1579,0.3,0.95,1.0,2.0,0.1224,1.0,-0.0538,True,-1.1957
0.2154,0.3235,0.4,0.95,2.8571,1.5,0.125,0.4643,-0.0071,1,0.0077,0.1692,0.3235,0.4,0.95,3.6364,1.5,0.125,0.5909,-0.0142,False,0.0077
0.1818,0.2414,0.45,0.95,17.0,1.3333,0.1029,2.625,0.0,2,0.2,0.1818,0.2414,0.45,0.95,17.0,1.3333,0.1029,2.625,0.0099,True,0.2
0.4933,0.6154,0.65,0.5,0.3514,0.8889,0.8846,0.1486,0.2671,0,-0.024,0.32,0.6154,0.65,0.5,0.25,0.8889,1.9167,0.2292,0.6476,False,-0.024
0.0769,0.871,0.35,0.95,5.6,1.5,0.25,2.1,0.0802,2,-1.1108,0.0,0.871,0.35,0.95,1.0,1.5,0.25,1.0,0.1327,True,-1.1108
0.2727,0.1765,0.45,0.9,3.2667,3.0,0.1224,0.5,0.1262,1,-0.0436,0.0364,0.1765,0.45,0.9,24.5,3.0,0.1224,3.75,0.1402,False,-1.092
0.2105,0.7667,0.5,0.95,3.8333,1.125,0.1087,0.625,0.0,1,0.0053,0.1579,0.7667,0.5,0.95,5.1111,1.125,0.1087,0.8333,0.0429,False,0.0053
0.5111,0.2857,0.65,0.6,0.7391,1.5,0.8529,0.1522,0.9929,0,0.0067,0.4222,0.2857,0.65,0.6,0.6316,1.5,1.2083,0.1842,1.0,False,0.0067
0.0333,0.0,0.5,0.95,38.0,1.8,0.1316,9.5,0.0,2,-1.18,0.0,0.0,0.5,0.95,1.0,1.8,0.1316,1.0,-0.0409,True,-1.18
0.8875,0.54,0.6,0.65,0.0986,1.3333,1.6429,0.0634,0.0,0,0.5337,0.8625,0.54,0.6,0.65,0.0,1.3333,1.0,0.0652,0.6216,True,0.5337
0.3175,0.7273,0.3,0.95,1.8,1.1,0.1944,0.425,0.0423,1,0.027,0.3016,0.7273,0.3,0.95,1.8947,1.1,0.1944,0.4474,0.1561,False,0.027
0.5636,0.1765,0.55,0.75,1.7097,2.0,0.0943,0.3387,0.1708,1,-0.0145,0.3273,0.1765,0.55,0.75,2.9444,2.0,0.0943,0.5833,0.1852,False,-0.0145
0.8689,0.9714,0.65,0.6,0.1321,1.25,1.3571,0.0849,0.0,0,0.6795,0.8525,0.9714,0.65,0.6,0.0,1.25,1.0,0.0865,0.5549,True,0.6795
0.4286,1.0,0.45,0.95,1.4762,1.0,0.2258,0.4048,0.0,1,0.0061,0.3061,1.0,0.45,0.95,2.0667,1.0,0.2258,0.5667,0.0084,False,-1.0391
0.2121,0.1053,0.55,0.75,4.7143,1.0,0.1515,1.0714,0.2926,1,-1.1182,0.0,0.1053,0.55,0.75,1.0,1.0,0.1515,1.0,0.3344,True,-1.1182
0.4324,0.7812,0.7,0.5,0.0938,1.0,3.8333,0.1094,0.1362,0,0.5324,0.3649,0.7812,0.7,0.5,0.0,1.0,1.0,0.1296,0.7141,True,0.5324
0.587,0.15,0.8,0.65,0.5926,1.0,0.5312,0.2037,0.2075,0,-0.1109,0.2174,0.15,0.8,0.65,1.6,1.0,0.5312,0.55,0.2272,False,-0.1109
0.3115,0.0,0.55,0.6,0.1579,1.2857,4.5,0.2895,1.0,0,0.0,0.3115,0.0,0.55,0.6,0.1579,1.2857,4.5,0.2895,1.0,False,0.0
0.5789,0.8485,0.55,0.95,1.1364,1.1,0.24,0.3864,0.0,1,-0.0289,0.2895,0.8485,0.55,0.95,2.2727,1.1,0.24,0.7727,0.0083,False,-1.0839
0.5873,0.6562,0.4,0.8,0.6757,1.25,0.24,0.2568,0.0,1,0.0063,0.4127,0.6562,0.4,0.8,0.9615,1.25,0.24,0.3654,0.0992,False,0.1008
0.1818,0.1724,0.35,0.95,7.1667,1.5,0.1395,1.4167,0.0,2,0.2,0.1818,0.1724,0.35,0.95,7.1667,1.5,0.1395,1.4167,0.1026,True,0.2
0.7436,0.9184,0.7,0.65,0.1379,0.6,1.4375,0.0431,0.0,0,0.0269,0.7436,0.9184,0.7,0.65,0.0172,0.6,11.5,0.0431,0.5238,False,-0.017
0.9865,0.8936,0.6,0.6,0.4521,1.0,0.3182,0.0342,0.0,0,0.0486,0.9865,0.8936,0.6,0.6,0.2877,1.0,0.5,0.0342,0.4535,False,0.0216
0.1887,0.6,0.3,0.85,5.1,1.0,0.098,0.75,0.0144,2,0.2,0.1887,0.6,0.3,0.85,5.1,1.0,0.098,0.75,0.0402,True,0.2
0.4474,0.8158,0.5,0.95,2.1765,1.2857,0.1892,0.3824,0.0,1,-0.0184,0.2368,0.8158,0.5,0.95,4.1111,1.2857,0.1892,0.7222,0.0881,False,0.1716
0.561,0.1935,0.75,0.6,1.0,0.8,0.5435,0.2391,0.5476,0,-0.0951,0.2439,0.1935,0.75,0.6,2.3,0.8,0.5435,0.55,0.5241,False,-0.0951
