s0,s1,s2,s3,s4,s5,s6,s7,s8,action,reward,ns0,ns1,ns2,ns3,ns4,ns5,ns6,ns7,ns8,done,ret
0.2143,0.24,0.2,0.9,5.5556,1.5,0.16,0.9444,-0.7456,2,0.2,0.2143,0.24,0.2,0.9,5.5556,1.5,0.16,0.9444,-0.7197,True,0.2
0.3902,0.58,0.45,0.9,2.625,1.5,0.2143,0.5312,0.0,0,-0.1098,0.0244,0.58,0.45,0.9,42.0,1.5,0.2143,8.5,-0.7812,False,0.0802
0.5,0.4,0.4,0.9,1.4,1.4286,0.2571,0.38,0.0,0,-0.072,0.26,0.4,0.4,0.9,2.6923,1.4286,0.2571,0.7308,-0.6897,False,-1.0529
0.5294,0.42,0.85,0.65,0.7778,0.8889,1.0357,0.4167,-0.1557,0,0.6235,0.5,0.42,0.85,0.65,0.0,0.8889,1.0,0.4412,0.0402,True,0.6235
0.1864,0.0,0.25,0.8,4.0909,3.0,0.1333,0.5,-0.5984,2,-0.0305,0.0847,0.0,0.25,0.8,9.0,3.0,0.1333,1.1,-0.6274,False,-0.0305
0.8028,0.36,0.7,0.65,0.3684,2.5,0.8333,0.1316,0.5547,0,-0.0085,0.6901,0.36,0.7,0.65,0.3061,2.5,1.1667,0.1531,0.6154,False,-0.0051
1.0,0.46,0.65,0.65,0.3889,1.5,0.4048,0.1204,0.0,0,0.0111,0.9815,0.46,0.65,0.65,0.3396,1.5,0.4722,0.1226,0.8013,False,-0.1857
0.8136,0.32,0.7,0.65,0.2083,0.8333,1.15,0.0729,0.514,0,-0.0763,0.5593,0.32,0.7,0.65,0.303,0.8333,1.15,0.1061,0.2775,False,-0.0336
0.8125,0.52,0.6,0.8,0.5,2.3333,0.4423,0.1442,-0.3091,1,0.0406,0.8125,0.52,0.6,0.8,0.5,2.3333,0.4423,0.1442,-0.245,False,-0.004
0.1481,0.92,0.75,0.7,3.25,1.1111,1.2692,2.375,-0.6428,2,0.2,0.1481,0.92,0.75,0.7,3.25,1.1111,1.2692,2.375,-0.471,True,0.2
0.8936,0.5,0.5,0.7,0.9762,1.1667,0.122,0.0833,0.7161,0,0.0,0.8936,0.5,0.5,0.7,0.9762,1.1667,0.122,0.0833,0.2071,False,-1.0004
0.9444,0.48,0.65,0.85,0.1324,1.625,1.5,0.0662,0.0,0,-0.0042,0.9167,0.48,0.65,0.85,0.1212,1.625,1.6875,0.0682,0.8038,False,0.4312
0.0851,0.84,0.35,0.95,9.25,0.8333,0.2432,2.875,0.0,2,0.2,0.0851,0.84,0.35,0.95,9.25,0.8333,0.2432,2.875,-0.5529,True,0.2
0.2581,0.5,0.3,0.7,4.5,1.25,0.25,0.9375,-0.8063,0,0.0,0.2581,0.5,0.3,0.7,4.5,1.25,0.25,0.9375,-0.8027,False,0.19
0.2439,0.3,0.3,0.7,1.2,0.75,0.75,0.65,-0.3354,0,-0.0366,0.122,0.3,0.3,0.7,2.4,0.75,0.75,1.3,-0.4379,False,-0.0366
0.675,0.66,0.45,0.6,1.8148,0.8,0.102,0.1667,0.0,1,0.0338,0.675,0.66,0.45,0.6,1.8148,0.8,0.102,0.1667,-0.3956,False,0.0659
0.4127,0.3,0.8,0.65,0.0385,0.6667,13.5,0.1731,0.7677,1,0.0206,0.4127,0.3,0.8,0.65,0.0385,0.6667,13.5,0.1731,0.2173,False,-0.0184
0.9149,0.52,0.35,0.7,0.3721,0.6,0.5,0.1279,0.0216,0,-0.0702,0.6809,0.52,0.35,0.7,0.5,0.6,0.5,0.1719,-0.2536,False,-0.1813
0.3,0.74,0.8,0.65,0.6111,1.2857,1.1364,0.3056,0.1681,0,0.03,0.3,0.74,0.8,0.65,0.2778,1.2857,2.5,0.3056,0.3455,False,0.4953
0.8113,0.78,0.25,0.75,1.907,2.0,0.0732,0.1047,0.0,0,-0.0679,0.5849,0.78,0.25,0.75,2.6452,2.0,0.0732,0.1452,-0.7199,False,-0.1378
0.8125,0.5,0.3,0.65,1.0385,1.2222,0.3333,0.2885,0.0,0,-0.0094,0.75,0.5,0.3,0.65,1.0833,1.2222,0.3462,0.3125,0.5108,False,0.0186
0.8333,0.58,0.7,0.6,0.0909,1.0,3.3,0.0455,0.7752,0,0.5182,0.7121,0.58,0.7,0.6,0.0,1.0,1.0,0.0532,0.8003,True,0.5182
0.1351,0.52,0.6,0.75,1.4,2.0,1.9286,1.9,-0.1084,2,-1.1459,0.0,0.52,0.6,0.75,1.0,2.0,1.9286,1.0,-0.2899,True,-1.1459
0.4889,0.22,0.6,0.65,1.1364,1.1,0.54,0.2955,-0.0558,1,-0.0089,0.3778,0.22,0.6,0.65,1.4706,1.1,0.54,0.3824,-0.1493,False,0.0091
0.3846,0.76,0.7,0.75,1.9,1.5,0.9211,0.95,-0.3686,2,0.0,0.3846,0.76,0.7,0.75,1.9,1.5,0.9211,0.95,-0.2943,True,0.0
0.6825,0.22,0.5,0.7,1.0698,1.5,0.2935,0.1977,-0.4409,0,0.0,0.4444,0.22,0.5,0.7,1.1071,1.5,0.4355,0.3036,-0.1454,False,0.0893
0.0857,0.26,0.75,0.6,7.3333,1.2,0.6136,3.1667,-0.7364,2,0.2,0.0857,0.26,0.75,0.6,7.3333,1.2,0.6136,3.1667,-0.7094,True,0.2
0.9697,0.84,0.5,0.7,0.2656,1.6667,0.7941,0.1016,0.0,1,0.0485,0.9697,0.84,0.5,0.7,0.2656,1.6667,0.7941,0.1016,-0.2237,False,0.0816
0.8548,1.0,0.55,0.65,0.3396,0.8333,0.5833,0.0472,0.0,2,-0.0097,0.8226,1.0,0.55,0.65,0.3529,0.8333,0.5833,0.049,-0.2688,False,-0.0336
0.0732,0.96,0.45,0.9,8.3333,0.3333,0.32,2.8333,0.0,2,0.2,0.0732,0.96,0.45,0.9,8.3333,0.3333,0.32,2.8333,-0.5432,True,0.2
0.4177,0.3,0.6,0.7,0.7273,5.0,0.6042,0.2273,-0.4903,1,-0.0247,0.2658,0.3,0.6,0.7,1.1429,5.0,0.6042,0.3571,-0.5391,False,0.1653
0.55,0.32,0.25,0.7,0.8636,0.875,0.4737,0.2045,-0.381,0,-0.0225,0.475,0.32,0.25,0.7,1.0,0.875,0.4737,0.2368,-0.4915,False,0.1911
0.0784,0.08,0.6,0.9,5.0,1.3333,0.425,0.875,-0.1847,0,-1.0412,0.0,0.08,0.6,0.9,1.0,1.3333,0.9444,1.0,0.0521,True,-1.0412
0.0345,0.3,0.55,0.85,12.5,2.0,0.38,3.25,0.0518,2,0.2,0.0345,0.3,0.55,0.85,12.5,2.0,0.38,3.25,-0.1314,True,0.2
0.675,0.62,0.2,0.8,1.037,1.2,0.3571,0.2037,-0.5377,1,0.0338,0.675,0.62,0.2,0.8,1.037,1.2,0.3571,0.2037,-0.4908,False,-0.9633
0.38,0.36,0.35,0.9,5.4211,1.5,0.0583,0.2895,-0.6471,1,-0.077,0.06,0.36,0.35,0.9,34.3333,1.5,0.0583,1.8333,-0.7355,False,-0.077
0.0385,0.18,0.55,0.7,2.5,1.25,1.7,2.25,0.3196,2,0.2,0.0385,0.18,0.55,0.7,2.5,1.25,1.7,2.25,0.1633,True,0.2
0.5714,0.72,0.4,0.75,2.0357,1.4,0.1053,0.1964,-0.6347,1,0.0286,0.5714,0.72,0.4,0.75,2.0357,1.4,0.1053,0.1964,-0.581,False,0.0286
0.675,0.54,0.25,0.8,1.7407,0.75,0.1489,0.1667,-0.5714,1,0.0038,0.575,0.54,0.25,0.8,2.0435,0.75,0.1489,0.1957,-0.5659,False,-0.004
0.4,0.38,0.25,0.95,4.2727,4.0,0.0532,0.3409,-0.1703,0,-0.0764,0.1455,0.38,0.25,0.95,11.75,4.0,0.0532,0.9375,-0.2726,False,-0.0764
0.6491,0.32,0.3,0.75,1.5405,1.3333,0.0877,0.1486,0.5659,0,-0.0684,0.4211,0.32,0.3,0.75,2.375,1.3333,0.0877,0.2292,-0.1043,False,-1.0687
0.3659,0.32,0.65,0.7,1.7333,1.1111,0.3269,0.3667,-0.489,1,-0.0402,0.1707,0.32,0.65,0.7,3.7143,1.1111,0.3269,0.7857,-0.644,False,0.1403
0.7333,0.3,0.65,0.65,0.1636,2.5,1.8333,0.0818,0.7894,0,0.532,0.72,0.3,0.65,0.65,0.0,2.5,1.0,0.0833,0.7972,True,0.532
0.8906,0.68,0.7,0.55,0.2982,1.0,0.5,0.114,-0.2217,0,0.2016,0.875,0.68,0.7,0.55,0.0893,1.0,1.7,0.1161,0.3145,False,0.215
0.6316,0.44,0.05,0.95,3.6667,3.6667,0.0379,0.1806,-0.6241,0,-0.1,0.2982,0.44,0.05,0.95,7.7647,3.6667,0.0379,0.3824,-0.5765,False,-0.1
0.6719,0.36,0.45,0.8,0.2326,4.0,1.15,0.1744,-0.1052,0,-0.0844,0.3906,0.36,0.45,0.8,0.4,4.0,1.15,0.3,-0.2094,False,-1.0301
0.2,0.66,0.8,0.65,0.2,1.25,16.5,1.5,0.6638,2,0.2,0.2,0.66,0.8,0.65,0.2,1.25,16.5,1.5,0.1636,True,0.2
0.6735,0.48,0.55,0.75,1.2727,1.6667,0.2976,0.2576,0.0,0,0.0245,0.6735,0.48,0.55,0.75,1.1515,1.6667,0.3289,0.2576,0.6613,False,-1.0655
0.4583,0.84,0.3,0.75,2.5,1.3333,0.1091,0.25,0.6311,0,-0.05,0.1667,0.84,0.3,0.75,6.125,1.3333,0.1224,0.6875,0.6229,False,-1.1009
0.7451,0.74,0.55,0.85,1.4474,2.2,0.1727,0.2237,0.0,0,0.0176,0.4902,0.74,0.55,0.85,1.56,2.2,0.2436,0.34,0.6646,False,-0.0383
0.1224,0.0,0.3,0.75,3.8333,0.875,0.3913,0.9167,-0.7256,2,-0.0122,0.0816,0.0,0.3,0.75,5.75,0.875,0.3913,1.375,-0.7321,False,-0.0122
0.3396,0.42,0.25,0.7,1.2222,1.0,0.2273,0.1389,-0.1363,0,-0.0283,0.1321,0.42,0.25,0.7,2.2857,1.0,0.3125,0.3571,0.1386,False,-0.0389
0.2326,0.46,0.45,0.75,8.4,1.4,0.0714,0.45,-0.7332,2,-0.0209,0.1628,0.46,0.45,0.75,12.0,1.4,0.0714,0.6429,-0.7534,False,0.1691
0.1471,0.86,0.6,0.95,6.6,1.3333,0.1818,2.5,0.0,2,0.2,0.1471,0.86,0.6,0.95,6.6,1.3333,0.1818,2.5,-0.5164,True,0.2
0.629,0.34,0.65,0.65,0.1538,1.0,1.4167,0.141,0.0546,0,0.529,0.629,0.34,0.65,0.65,0.0,1.0,1.0,0.141,0.226,True,0.529
0.1136,0.42,0.55,0.9,6.8,1.0,0.2059,1.9,-0.6407,2,0.2,0.1136,0.42,0.55,0.9,6.8,1.0,0.2059,1.9,-0.5515,True,0.2
0.4528,0.38,0.5,0.55,1.75,1.5,0.1667,0.1875,-0.5857,0,0.0509,0.4151,0.38,0.5,0.55,1.4091,1.5,0.2258,0.2045,-0.2147,False,0.1518
0.8824,0.9,0.85,0.6,0.2167,1.0,0.9615,0.0583,0.0,0,0.0,0.8824,0.9,0.85,0.6,0.2167,1.0,0.9615,0.0583,-0.1066,False,0.5462
0.766,0.76,0.3,0.8,1.1389,0.7778,0.122,0.125,-0.3462,0,0.083,0.766,0.76,0.3,0.8,0.7778,0.7778,0.1786,0.125,0.1008,False,-0.7395
0.3784,0.44,0.45,0.8,2.7143,1.1,0.2368,0.4643,-0.4265,0,-0.0811,0.1081,0.44,0.45,0.8,9.5,1.1,0.2368,1.625,-0.6651,False,0.1089
0.58,0.0,0.7,0.7,0.5172,0.7778,0.7667,0.1207,0.1935,0,-0.078,0.3,0.0,0.7,0.7,0.9333,0.7778,0.8214,0.2333,0.3175,False,-1.1249
0.4921,0.54,0.5,0.75,1.1935,1.2222,0.2568,0.1774,-0.4398,1,-0.0468,0.254,0.54,0.5,0.75,2.3125,1.2222,0.2568,0.3438,-0.6062,False,-0.002
0.6,0.18,0.25,0.65,0.8889,1.0,0.625,0.3056,-0.4226,1,0.03,0.6,0.18,0.25,0.65,0.8889,1.0,0.625,0.3056,-0.5359,False,-0.0175
0.9444,0.76,0.6,0.8,0.4314,1.1667,0.6136,0.0686,0.0,2,-0.0056,0.9259,0.76,0.6,0.8,0.44,1.1667,0.6136,0.07,-0.2336,False,-0.0637
1.0,0.3,0.3,0.65,0.697,1.2222,0.3913,0.197,0.0781,0,0.0,1.0,0.3,0.3,0.65,0.697,1.2222,0.3913,0.197,-0.1363,False,0.0
0.4138,0.72,0.7,0.65,0.8333,0.3333,1.45,0.875,-0.2776,0,0.5724,0.1034,0.72,0.7,0.65,0.0,0.3333,1.0,3.5,-0.0307,True,0.5724
0.3333,0.66,0.45,0.85,2.1111,1.1429,0.2105,0.3611,-0.4238,1,-0.0056,0.2593,0.66,0.45,0.85,2.7143,1.1429,0.2105,0.4643,-0.4158,False,-0.8558
0.8125,0.32,0.4,0.6,0.0513,0.8889,5.0,0.1667,0.8097,0,0.5125,0.8125,0.32,0.4,0.6,0.0,0.8889,1.0,0.1667,0.8075,True,0.5125
0.5849,0.94,0.55,0.65,0.8387,2.0,0.4423,0.2097,0.0,1,-0.05,0.3208,0.94,0.55,0.65,1.5294,2.0,0.4423,0.3824,-0.5941,False,0.132
0.9054,0.58,0.9,0.45,0.0149,0.8333,17.5,0.0522,0.3122,0,0.0,0.9054,0.58,0.9,0.45,0.0149,0.8333,17.5,0.0522,0.0736,False,0.475
0.5714,0.08,0.55,0.65,0.2,1.6667,1.3125,0.1375,-0.0846,0,0.0,0.5714,0.08,0.55,0.65,0.2,1.6667,1.3125,0.1375,-0.0673,False,0.0
0.6341,0.54,0.4,0.65,0.9231,1.4,0.3333,0.2115,-0.6413,0,0.0,0.6098,0.54,0.4,0.65,0.92,1.4,0.3478,0.22,-0.545,False,-0.9921
0.7719,0.0,0.4,0.65,1.5227,1.2,0.0896,0.1023,-0.2495,1,-0.0298,0.5439,0.0,0.4,0.65,2.1613,1.2,0.0896,0.1452,-0.4753,False,-0.0139
0.3889,0.1,0.55,0.7,2.0476,1.2,0.2907,0.3095,-0.5745,1,0.0194,0.3889,0.1,0.55,0.7,2.0476,1.2,0.2907,0.3095,-0.6241,False,0.029
0.2105,0.0,0.5,0.7,1.3333,0.6667,0.4375,0.375,-0.1681,1,0.0105,0.2105,0.0,0.5,0.7,1.3333,0.6667,0.4375,0.375,-0.1451,False,0.2005
0.4474,0.92,0.75,0.75,0.5882,1.0,1.65,0.5,0.0,1,-0.0408,0.2368,0.92,0.75,0.75,1.1111,1.0,1.65,0.9444,-0.6208,False,-1.0583
0.1875,0.76,0.5,0.85,3.3333,0.8889,0.1667,0.9444,-0.6879,2,0.2,0.1875,0.76,0.5,0.85,3.3333,0.8889,0.1667,0.9444,-0.614,True,0.2
0.9123,0.88,0.4,0.65,0.75,1.2857,0.1282,0.0865,0.0,0,-0.0421,0.7719,0.88,0.4,0.65,0.8864,1.2857,0.1282,0.1023,-0.502,False,-0.1218
0.6269,0.26,0.6,0.95,0.2143,2.0,1.5,0.2024,-0.3583,2,0.0,0.6269,0.26,0.6,0.95,0.2143,2.0,1.5,0.2024,-0.3061,True,0.0
0.3455,0.18,0.55,0.65,0.6842,1.25,0.6538,0.2368,0.439,0,-0.0055,0.3273,0.18,0.55,0.65,0.7222,1.25,0.6538,0.25,0.2334,False,-0.0055
0.8333,0.74,0.35,0.65,1.08,1.1111,0.2963,0.18,0.0,2,-0.3,0.8333,0.74,0.35,0.65,1.08,1.1111,0.2963,0.18,-0.3881,True,-0.3
0.6429,0.44,0.25,0.7,0.6667,0.6,0.5,0.2407,0.0,0,0.0,0.6429,0.44,0.25,0.7,0.6667,0.6,0.5,0.2407,-0.6594,False,-1.0752
0.75,0.52,0.75,0.55,0.037,1.0,6.75,0.0833,0.7963,0,0.525,0.7361,0.52,0.75,0.55,0.0,1.0,1.0,0.0849,0.8058,True,0.525
0.5161,0.78,0.8,0.7,0.875,0.7143,1.0357,0.4688,0.0,1,-0.071,0.1935,0.78,0.8,0.7,2.3333,0.7143,1.0357,1.25,-0.6607,False,0.119
0.8871,0.58,0.75,0.6,0.4545,0.5,0.42,0.0636,0.0,0,-0.0145,0.8387,0.58,0.75,0.6,0.4808,0.5,0.42,0.0673,-0.1983,False,0.4202
0.5932,0.4,0.55,0.7,0.6571,1.0,0.413,0.1286,-0.341,1,0.0297,0.5932,0.4,0.55,0.7,0.6571,1.0,0.413,0.1286,-0.2681,False,0.0297
0.9661,0.42,0.55,0.75,0.3684,1.5,0.4524,0.0965,0.0,1,-0.0127,0.7627,0.42,0.55,0.75,0.4667,1.5,0.4524,0.1222,-0.3881,False,-0.0291
0.7949,0.84,0.8,0.6,0.2097,1.0,1.3462,0.0403,0.0,0,-0.05,0.6282,0.84,0.8,0.6,0.2653,1.0,1.3462,0.051,-0.2606,False,0.4505
0.1707,0.68,0.6,0.75,2.8571,0.8,0.525,0.7857,0.5331,2,0.2,0.1707,0.68,0.6,0.75,2.8571,0.8,0.525,0.7857,-0.1457,True,0.2
0.9375,0.7,0.8,0.4,0.1667,2.0,1.45,0.0583,0.0,0,-0.0187,0.7969,0.7,0.8,0.4,0.098,2.0,2.9,0.0686,0.8018,False,0.4263
0.8382,0.3,0.55,0.95,0.7193,2.75,0.2317,0.1491,-0.2989,0,-0.0662,0.6176,0.3,0.55,0.95,0.9762,2.75,0.2317,0.2024,-0.4264,False,-0.0662
0.3396,0.0,0.4,0.75,1.5556,0.3333,0.25,0.1944,0.0399,0,0.0792,0.3396,0.0,0.4,0.75,0.7778,0.3333,0.5,0.1944,0.1797,False,0.0792
0.541,0.2,0.65,0.6,0.2121,1.0,1.2143,0.197,0.0271,0,0.559,0.5246,0.2,0.65,0.6,0.0,1.0,1.0,0.2031,0.2912,True,0.559
0.7879,0.42,0.3,0.65,0.8462,1.1667,0.3636,0.25,0.0,2,-0.0091,0.7576,0.42,0.3,0.65,0.88,1.1667,0.3636,0.26,-0.4296,False,-0.0422
0.6102,0.24,0.7,0.6,0.1389,0.5,2.3,0.1528,0.3305,0,0.5203,0.4576,0.24,0.7,0.6,0.0,0.5,1.0,0.2037,0.4082,True,0.5203
0.7174,0.8,0.2,0.85,1.0606,1.3,0.2571,0.1667,0.0,1,0.0228,0.6739,0.8,0.2,0.85,1.129,1.3,0.2571,0.1774,-0.4594,False,-0.0453
0.4727,0.54,0.55,0.6,1.0,1.125,0.4808,0.2115,-0.4581,1,-0.0145,0.3455,0.54,0.55,0.6,1.3684,1.125,0.4808,0.2895,-0.5219,False,0.0287
0.5667,0.4,0.25,0.9,2.2647,2.2,0.0649,0.1618,-0.657,1,-0.0217,0.4,0.4,0.25,0.9,3.2083,2.2,0.0649,0.2292,-0.6288,False,-1.0392
0.9091,0.76,0.4,0.7,0.6667,1.125,0.45,0.15,-0.534,0,-0.0364,0.7879,0.76,0.4,0.7,0.7692,1.125,0.45,0.1731,-0.5808,False,0.0008
0.2115,0.86,0.65,0.7,1.9091,1.0,0.5476,0.5909,0.5658,0,0.0,0.1923,0.86,0.65,0.7,2.0,1.0,0.575,0.65,0.5527,False,-0.842
0.3214,0.28,0.5,0.9,2.9444,6.0,0.2547,0.4722,-0.3643,1,-0.0107,0.2321,0.28,0.5,0.9,4.0769,6.0,0.2547,0.6538,-0.4736,False,0.129
0.9167,0.82,0.85,0.5,0.0606,0.6,3.125,0.053,0.8237,0,0.4833,0.75,0.82,0.85,0.5,0.0,0.6,1.0,0.0648,0.8307,True,0.4833
0.359,0.66,0.35,0.85,2.3571,1.8,0.2424,0.4643,-0.3683,0,0.0923,0.2308,0.66,0.35,0.85,1.7778,1.8,0.5,0.7222,-0.2053,False,-0.96
0.6863,0.64,0.4,0.6,1.6571,2.0,0.0862,0.1286,0.0,0,0.0,0.6863,0.64,0.4,0.6,1.6571,2.0,0.0862,0.1286,-0.5264,False,0.0
0.6129,0.1,0.75,0.65,0.0789,1.0,4.5,0.1447,0.2218,0,-0.0726,0.371,0.1,0.75,0.65,0.1304,1.0,4.5,0.2391,0.0745,False,-0.0726
0.6042,0.88,0.4,0.6,0.5517,1.0,0.5625,0.2241,0.0,0,0.2312,0.6042,0.88,0.4,0.6,0.1034,1.0,3.0,0.2241,0.7483,False,0.2312
0.925,0.56,0.5,0.55,1.2973,1.1667,0.1042,0.1216,0.0,1,-0.0062,0.75,0.56,0.5,0.55,1.6,1.1667,0.1042,0.15,-0.4703,False,-0.8944
0.775,0.52,0.25,0.8,0.6452,2.0,0.4,0.1452,0.0234,0,-0.1275,0.35,0.52,0.25,0.8,1.4286,2.0,0.4,0.3214,-0.1796,False,-1.1682
0.7,0.6,0.4,0.9,0.5714,1.4286,0.3542,0.1786,0.0,1,-0.03,0.4833,0.6,0.4,0.9,0.8276,1.4286,0.3542,0.2586,-0.4552,False,0.0605
0.32,0.44,0.8,0.75,1.875,0.75,0.9,1.1875,0.0,2,-1.216,0.0,0.44,0.8,0.75,1.0,0.75,0.9,1.0,-0.6549,True,-1.216
0.6615,0.2,0.6,0.75,0.3488,0.75,0.7,0.0814,-0.2879,1,0.0238,0.6308,0.2,0.6,0.75,0.3659,0.75,0.7,0.0854,-0.2511,False,0.0238
0.5122,0.8,0.15,0.9,1.5238,3.0,0.3125,0.4048,0.4993,0,-0.0878,0.2195,0.8,0.15,0.9,3.5556,3.0,0.3125,0.9444,-0.1971,False,-1.0504
0.3265,0.7,0.3,0.95,4.625,8.0,0.0946,0.6562,0.0,1,-0.0633,0.0612,0.7,0.3,0.95,24.6667,8.0,0.0946,3.5,-0.7272,False,0.1267
0.7755,0.66,0.35,0.6,0.8947,1.0,0.1765,0.0658,-0.6338,0,-0.0061,0.7551,0.66,0.35,0.6,0.9189,1.0,0.1765,0.0676,-0.628,False,-0.0706
0.4177,0.72,0.65,0.9,0.8182,2.75,0.5741,0.197,-0.3868,1,-0.0019,0.3418,0.72,0.65,0.9,1.0,2.75,0.5741,0.2407,-0.4551,False,-0.0163
0.5263,0.42,0.35,0.8,0.7333,0.9,0.2727,0.1167,-0.1237,0,-0.0789,0.2632,0.42,0.35,0.8,1.4667,0.9,0.2727,0.2333,-0.2399,False,-0.0789
0.859,0.46,0.8,0.45,0.0746,1.125,3.1,0.0522,0.1033,2,-0.3,0.859,0.46,0.8,0.45,0.0746,1.125,3.1,0.0522,-0.0696,True,-0.3
0.6901,0.28,0.7,0.65,0.3061,2.5,1.1667,0.1531,0.6154,2,-0.0085,0.662,0.28,0.7,0.65,0.3191,2.5,1.1667,0.1596,0.4702,False,0.0036
0.9722,0.38,0.7,0.5,0.0857,1.1429,2.4167,0.0357,0.8111,1,0.0486,0.9722,0.38,0.7,0.5,0.0857,1.1429,2.4167,0.0357,0.3611,False,-0.2364
0.7627,0.94,0.7,0.8,0.3778,0.9,0.7941,0.1,0.0,0,-0.0051,0.7458,0.94,0.7,0.8,0.3864,0.9,0.7941,0.1023,-0.1826,False,-0.0355
0.8837,0.98,0.35,0.55,0.5263,0.9,0.45,0.1447,0.0,0,-0.0209,0.814,0.98,0.35,0.55,0.5714,0.9,0.45,0.1571,-0.5839,False,0.1449
0.4167,0.18,0.4,0.75,2.8,1.5,0.2381,0.3667,-0.6344,1,-0.0542,0.1667,0.18,0.4,0.75,7.0,1.5,0.2381,0.9167,-0.73,False,0.1358
0.3922,0.26,0.25,0.95,3.15,3.0,0.1825,0.575,-0.655,1,-0.0333,0.2157,0.26,0.25,0.95,5.7273,3.0,0.1825,1.0455,-0.6638,False,-1.0895
0.7018,0.82,0.6,0.5,0.4,1.0,0.5312,0.1125,-0.3803,0,0.0,0.7018,0.82,0.6,0.5,0.4,1.0,0.5312,0.1125,-0.2667,False,0.1841
0.2419,0.72,0.35,0.85,1.9333,2.2,0.4655,0.6333,0.1312,0,-1.0774,0.0,0.72,0.35,0.85,1.0,2.2,0.4655,1.0,-0.0976,True,-1.0774
0.3947,0.82,0.4,0.85,2.1333,2.0,0.2188,0.3667,0.0,0,0.0079,0.2368,0.82,0.4,0.85,2.7778,2.0,0.28,0.6111,0.5318,False,-1.0021
0.4634,0.4,0.65,0.75,1.2105,1.0,0.3696,0.3421,0.0,1,0.0232,0.4634,0.4,0.65,0.75,1.2105,1.0,0.3696,0.3421,-0.4157,False,0.0898
0.5192,0.74,0.5,0.65,0.7407,0.5,0.475,0.2037,0.0,1,-0.0317,0.3269,0.74,0.5,0.65,1.1765,0.5,0.475,0.3235,-0.5009,False,-0.0214
0.7368,0.48,0.5,0.65,0.4762,1.5,0.475,0.131,0.7762,0,-0.0895,0.4386,0.48,0.5,0.65,0.8,1.5,0.475,0.22,0.5578,False,-0.0445
0.4,0.78,0.65,0.75,0.6667,0.5,0.5938,0.2292,-0.3478,1,0.0,0.3333,0.78,0.65,0.75,0.8,0.5,0.5938,0.275,-0.3364,False,0.1541
0.0278,0.9,0.5,0.8,12.0,1.0,0.5833,7.5,0.6237,2,0.2,0.0278,0.9,0.5,0.8,12.0,1.0,0.5833,7.5,-0.061,True,0.2
0.68,0.48,0.3,0.6,1.7353,1.0,0.1017,0.0735,-0.6108,0,0.066,0.68,0.48,0.3,0.6,1.4118,1.0,0.125,0.0735,-0.1382,False,0.0204
0.561,0.32,0.3,0.65,1.4783,0.7778,0.1471,0.1522,-0.4701,1,-0.0305,0.3659,0.32,0.3,0.65,2.2667,0.7778,0.1471,0.2333,-0.6192,False,-0.0305
0.42,0.04,0.5,0.8,0.381,1.6667,1.4375,0.2619,0.0205,1,-0.045,0.2,0.04,0.5,0.8,0.8,1.6667,1.4375,0.55,-0.1143,False,0.1222
0.6346,0.44,0.45,0.7,0.9697,1.125,0.1562,0.1364,-0.1251,0,0.0,0.6346,0.44,0.45,0.7,0.9697,1.125,0.1562,0.1364,-0.2535,False,0.0
0.5686,0.68,0.75,0.75,0.7241,1.0,0.5476,0.2586,-0.2928,1,0.0167,0.5294,0.68,0.75,0.75,0.7778,1.0,0.5476,0.2778,-0.2562,False,-0.0
0.8545,0.74,0.35,0.65,0.6383,0.6,0.2,0.0957,-0.3143,1,0.0373,0.8364,0.74,0.35,0.65,0.6522,0.6,0.2,0.0978,-0.2571,False,-0.1937
0.02,0.82,0.5,0.85,51.0,1.25,0.1569,7.5,-0.7692,2,0.2,0.02,0.82,0.5,0.85,51.0,1.25,0.1569,7.5,-0.7766,True,0.2
0.6481,0.12,0.45,0.75,0.5429,1.0,0.6053,0.1857,0.094,0,-0.05,0.4815,0.12,0.45,0.75,0.7308,1.0,0.6053,0.25,-0.1578,False,-0.1356
0.7551,0.62,0.1,0.95,3.7027,2.2,0.0365,0.1486,0.0,0,-0.1224,0.3469,0.62,0.1,0.95,8.0588,2.2,0.0365,0.3235,-0.7664,False,-1.1041
0.8039,0.18,0.4,0.6,0.9268,1.0,0.1316,0.061,-0.4379,0,-0.0059,0.5294,0.18,0.4,0.6,0.9259,1.0,0.2,0.0926,-0.1867,False,-0.0059
0.9818,0.44,0.25,0.8,1.3704,1.5,0.0676,0.0833,0.0,0,-0.0491,0.8182,0.44,0.25,0.8,1.6444,1.5,0.0676,0.1,-0.6278,False,0.0343
0.3226,0.32,0.7,0.85,0.2,3.0,6.75,1.05,0.736,2,0.0,0.3226,0.32,0.7,0.85,0.2,3.0,6.75,1.05,0.111,True,0.0
0.0976,0.36,0.65,0.85,12.0,1.4444,0.1979,1.875,-0.6453,2,-1.1098,0.0,0.36,0.65,0.85,1.0,1.4444,0.1979,1.0,-0.604,True,-1.1098
0.5122,0.7,0.6,0.75,1.2857,1.5,0.3889,0.4048,0.0,0,0.0293,0.2927,0.7,0.6,0.75,1.1667,1.5,0.75,0.7083,0.6122,False,-0.9555
0.6222,0.9,0.5,0.75,0.75,2.0,0.4524,0.2679,-0.3084,1,0.0244,0.6,0.9,0.5,0.75,0.7778,2.0,0.4524,0.2778,-0.2584,False,0.0461
